country,city,aqi_value,aqi_category,co_aqi,co_category,ozone_aqi,ozone_category,no2_aqi,no2_category,pm25_aqi,pm25_category
Spain,Andujar,27.00,Good,1.00,Good,27.00,Good,1.00,Good,20.00,Good
United States of America,Anoka,51.00,Moderate,1.00,Good,40.00,Good,3.00,Good,51.00,Moderate
Brazil,Aquiraz,32.00,Good,0.00,Good,21.00,Good,0.00,Good,32.00,Good
United States of America,Arcadia,114.00,Unhealthy for Sensitive Groups,4.00,Good,8.00,Good,34.00,Good,114.00,Unhealthy for Sensitive Groups
United States of America,West Hartford,50.00,Good,1.00,Good,46.00,Good,2.00,Good,50.00,Good
United States of America,West Springfield,49.00,Good,1.00,Good,44.00,Good,1.00,Good,49.00,Good
United Kingdom of Great Britain and Northern Ireland,Worksop,43.00,Good,1.00,Good,35.00,Good,1.00,Good,43.00,Good
Germany,Wurselen,55.00,Moderate,1.00,Good,42.00,Good,1.00,Good,55.00,Moderate
Lao People's Democratic Republic,Xam Nua,36.00,Good,2.00,Good,8.00,Good,1.00,Good,36.00,Good
China,Xining,156.00,Unhealthy,4.00,Good,16.00,Good,18.00,Good,156.00,Unhealthy
United States of America,Yakima,31.00,Good,1.00,Good,31.00,Good,1.00,Good,27.00,Good
Mexico,Yaqui,70.00,Moderate,1.00,Good,26.00,Good,0.00,Good,70.00,Moderate
Philippines,Bais,83.00,Moderate,1.00,Good,14.00,Good,0.00,Good,83.00,Moderate
Ireland,Balbriggan,30.00,Good,1.00,Good,30.00,Good,2.00,Good,20.00,Good
Thailand,Bang Sao Thong,59.00,Moderate,1.00,Good,20.00,Good,1.00,Good,59.00,Moderate
China,Baoshan,51.00,Moderate,1.00,Good,38.00,Good,0.00,Good,51.00,Moderate
Hungary,Barcs,65.00,Moderate,1.00,Good,31.00,Good,2.00,Good,65.00,Moderate
India,Barhi,183.00,Unhealthy,1.00,Good,48.00,Good,0.00,Good,183.00,Unhealthy
India,Barhiya,162.00,Unhealthy,4.00,Good,162.00,Unhealthy,1.00,Good,154.00,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Barnsley,56.00,Moderate,1.00,Good,12.00,Good,10.00,Good,56.00,Moderate
Canada,Barrie,38.00,Good,1.00,Good,25.00,Good,3.00,Good,38.00,Good
Pakistan,Basirpur,168.00,Unhealthy,2.00,Good,125.00,Unhealthy for Sensitive Groups,0.00,Good,168.00,Unhealthy
Canada,Whitchurch Stouffville,37.00,Good,1.00,Good,25.00,Good,2.00,Good,37.00,Good
Canada,Winnipeg,54.00,Moderate,1.00,Good,23.00,Good,0.00,Good,54.00,Moderate
Poland,Wloclawek,41.00,Good,1.00,Good,41.00,Good,0.00,Good,24.00,Good
Switzerland,Worb,44.00,Good,1.00,Good,42.00,Good,0.00,Good,44.00,Good
Germany,Augustdorf,37.00,Good,1.00,Good,34.00,Good,2.00,Good,37.00,Good
Italy,Avellino,48.00,Good,1.00,Good,46.00,Good,2.00,Good,48.00,Good
Sweden,Avesta,50.00,Good,1.00,Good,32.00,Good,1.00,Good,50.00,Good
Mexico,Axochiapan,65.00,Moderate,2.00,Good,11.00,Good,6.00,Good,65.00,Moderate
France,Bagneux,72.00,Moderate,2.00,Good,20.00,Good,6.00,Good,72.00,Moderate
Italy,Brugherio,74.00,Moderate,2.00,Good,29.00,Good,8.00,Good,74.00,Moderate
Nigeria,Bugama,167.00,Unhealthy,7.00,Good,36.00,Good,4.00,Good,167.00,Unhealthy
Democratic Republic of the Congo,Bulungu,372.00,Hazardous,35.00,Good,37.00,Good,13.00,Good,372.00,Hazardous
Ethiopia,Bure,78.00,Moderate,1.00,Good,26.00,Good,0.00,Good,78.00,Moderate
Slovakia,Bytca,78.00,Moderate,1.00,Good,41.00,Good,1.00,Good,78.00,Moderate
Brazil,Cachoeiras De Macacu,78.00,Moderate,2.00,Good,11.00,Good,6.00,Good,78.00,Moderate
Spain,Calella,63.00,Moderate,1.00,Good,42.00,Good,3.00,Good,63.00,Moderate
Mexico,Calvillo,61.00,Moderate,1.00,Good,25.00,Good,1.00,Good,61.00,Moderate
Brazil,Campo Alegre,25.00,Good,0.00,Good,16.00,Good,1.00,Good,25.00,Good
Italy,Campobello Di Licata,52.00,Moderate,1.00,Good,31.00,Good,4.00,Good,52.00,Moderate
Romania,Cluj Napoca,60.00,Moderate,1.00,Good,40.00,Good,2.00,Good,60.00,Moderate
,Coatzacoalcos,111.00,Unhealthy for Sensitive Groups,1.00,Good,17.00,Good,2.00,Good,111.00,Unhealthy for Sensitive Groups
Spain,Cocentaina,38.00,Good,1.00,Good,35.00,Good,2.00,Good,38.00,Good
United States of America,Cocoa Beach,59.00,Moderate,1.00,Good,28.00,Good,6.00,Good,59.00,Moderate
Australia,Coffs Harbour,27.00,Good,0.00,Good,27.00,Good,0.00,Good,17.00,Good
Bolivia (Plurinational State of),Cotoca,16.00,Good,1.00,Good,9.00,Good,0.00,Good,16.00,Good
Portugal,Covilha,17.00,Good,0.00,Good,17.00,Good,1.00,Good,14.00,Good
France,Concarneau,51.00,Moderate,1.00,Good,43.00,Good,1.00,Good,51.00,Moderate
United States of America,Crossville,65.00,Moderate,2.00,Good,18.00,Good,11.00,Good,65.00,Moderate
El Salvador,Cuscatancingo,118.00,Unhealthy for Sensitive Groups,3.00,Good,7.00,Good,13.00,Good,118.00,Unhealthy for Sensitive Groups
Portugal,Custoias,18.00,Good,1.00,Good,18.00,Good,1.00,Good,15.00,Good
Senegal,Dahra,164.00,Unhealthy,1.00,Good,17.00,Good,2.00,Good,164.00,Unhealthy
India,Dakor,151.00,Unhealthy,1.00,Good,43.00,Good,0.00,Good,151.00,Unhealthy
United States of America,Prairie Village,49.00,Good,1.00,Good,33.00,Good,7.00,Good,49.00,Good
Colombia,Puerto Rico,26.00,Good,1.00,Good,3.00,Good,1.00,Good,26.00,Good
India,Puliyankudi,42.00,Good,1.00,Good,26.00,Good,0.00,Good,42.00,Good
Russian Federation,Pyshma,32.00,Good,1.00,Good,32.00,Good,0.00,Good,26.00,Good
Germany,Radolfzell,57.00,Moderate,1.00,Good,37.00,Good,2.00,Good,57.00,Moderate
Indonesia,Rajapolah,58.00,Moderate,1.00,Good,35.00,Good,0.00,Good,58.00,Moderate
India,Rajgurunagar,138.00,Unhealthy for Sensitive Groups,2.00,Good,33.00,Good,2.00,Good,138.00,Unhealthy for Sensitive Groups
Germany,Poing,68.00,Moderate,1.00,Good,39.00,Good,3.00,Good,68.00,Moderate
,Pontal Do Parana,53.00,Moderate,1.00,Good,11.00,Good,2.00,Good,53.00,Moderate
Cambodia,Kampong Thum,44.00,Good,1.00,Good,21.00,Good,0.00,Good,44.00,Good
Japan,Kanuma,42.00,Good,1.00,Good,42.00,Good,1.00,Good,36.00,Good
India,Karari,223.00,Very Unhealthy,1.00,Good,46.00,Good,0.00,Good,223.00,Very Unhealthy
Uzbekistan,Karauzyak,76.00,Moderate,1.00,Good,40.00,Good,0.00,Good,76.00,Moderate
India,Katghora,166.00,Unhealthy,1.00,Good,56.00,Moderate,1.00,Good,166.00,Unhealthy
Republic of North Macedonia,Kavadarci,58.00,Moderate,1.00,Good,44.00,Good,0.00,Good,58.00,Moderate
Myanmar,Kayan,56.00,Moderate,0.00,Good,24.00,Good,0.00,Good,56.00,Moderate
Mali,Kayes,113.00,Unhealthy for Sensitive Groups,1.00,Good,28.00,Good,1.00,Good,113.00,Unhealthy for Sensitive Groups
Senegal,Kebemer,101.00,Unhealthy for Sensitive Groups,1.00,Good,27.00,Good,1.00,Good,101.00,Unhealthy for Sensitive Groups
Kazakhstan,Kentau,105.00,Unhealthy for Sensitive Groups,1.00,Good,34.00,Good,0.00,Good,105.00,Unhealthy for Sensitive Groups
Poland,Gniezno,33.00,Good,1.00,Good,33.00,Good,0.00,Good,31.00,Good
India,Gormi,188.00,Unhealthy,1.00,Good,46.00,Good,0.00,Good,188.00,Unhealthy
United States of America,Green Bay,48.00,Good,1.00,Good,19.00,Good,7.00,Good,48.00,Good
Poland,Grodzisk Mazowiecki,34.00,Good,1.00,Good,34.00,Good,1.00,Good,29.00,Good
Colombia,Guaduas,73.00,Moderate,2.00,Good,10.00,Good,4.00,Good,73.00,Moderate
,Guaratuba,45.00,Good,1.00,Good,17.00,Good,3.00,Good,45.00,Good
Egypt,Fowa,68.00,Moderate,2.00,Good,68.00,Moderate,4.00,Good,62.00,Moderate
Germany,Friedberg,33.00,Good,1.00,Good,32.00,Good,3.00,Good,33.00,Good
France,Frontignan,48.00,Good,1.00,Good,37.00,Good,0.00,Good,48.00,Good
India,Garhshankar,325.00,Hazardous,2.00,Good,160.00,Unhealthy,2.00,Good,325.00,Hazardous
United States of America,Garner,62.00,Moderate,2.00,Good,31.00,Good,5.00,Good,62.00,Moderate
,Gazimagusa,47.00,Good,1.00,Good,47.00,Good,0.00,Good,26.00,Good
Iran (Islamic Republic of),Javanrud,84.00,Moderate,1.00,Good,46.00,Good,0.00,Good,84.00,Moderate
India,Jawhar,142.00,Unhealthy for Sensitive Groups,1.00,Good,27.00,Good,0.00,Good,142.00,Unhealthy for Sensitive Groups
India,Jaysingpur,90.00,Moderate,0.00,Good,24.00,Good,0.00,Good,90.00,Moderate
Belgium,Jodoigne,37.00,Good,1.00,Good,30.00,Good,3.00,Good,37.00,Good
Finland,Joensuu,37.00,Good,1.00,Good,37.00,Good,0.00,Good,26.00,Good
India,Joshimath,70.00,Moderate,1.00,Good,44.00,Good,0.00,Good,70.00,Moderate
India,Joura,174.00,Unhealthy,1.00,Good,45.00,Good,0.00,Good,174.00,Unhealthy
Democratic Republic of the Congo,Kabare,55.00,Moderate,2.00,Good,24.00,Good,0.00,Good,55.00,Moderate
Ghana,Kade,84.00,Moderate,1.00,Good,18.00,Good,1.00,Good,84.00,Moderate
Germany,Hilchenbach,34.00,Good,1.00,Good,34.00,Good,1.00,Good,27.00,Good
Japan,Hitachi,44.00,Good,1.00,Good,44.00,Good,0.00,Good,34.00,Good
United Kingdom of Great Britain and Northern Ireland,Hoddesdon,29.00,Good,0.00,Good,27.00,Good,2.00,Good,29.00,Good
Czechia,Hodonin,43.00,Good,1.00,Good,31.00,Good,1.00,Good,43.00,Good
United States of America,Howard,49.00,Good,1.00,Good,19.00,Good,8.00,Good,49.00,Good
Germany,Hunfeld,33.00,Good,1.00,Good,33.00,Good,2.00,Good,33.00,Good
Germany,Idstein,34.00,Good,1.00,Good,34.00,Good,2.00,Good,31.00,Good
Nigeria,Ikire,101.00,Unhealthy for Sensitive Groups,4.00,Good,20.00,Good,3.00,Good,101.00,Unhealthy for Sensitive Groups
United Republic of Tanzania,Ilembula,18.00,Good,0.00,Good,18.00,Good,0.00,Good,18.00,Good
South Africa,Danielskuil,29.00,Good,0.00,Good,21.00,Good,0.00,Good,29.00,Good
Uzbekistan,Denau,82.00,Moderate,1.00,Good,53.00,Moderate,0.00,Good,82.00,Moderate
Australia,Devonport,32.00,Good,0.00,Good,27.00,Good,0.00,Good,32.00,Good
India,Dhuri,500.00,Hazardous,1.00,Good,50.00,Good,1.00,Good,471.00,Hazardous
Viet Nam,Dien Bien,21.00,Good,0.00,Good,21.00,Good,0.00,Good,20.00,Good
Pakistan,Dinga,196.00,Unhealthy,2.00,Good,164.00,Unhealthy,1.00,Good,196.00,Unhealthy
Guatemala,Dolores,27.00,Good,1.00,Good,11.00,Good,0.00,Good,27.00,Good
Mexico,Gustavo Diaz Ordaz,76.00,Moderate,2.00,Good,19.00,Good,3.00,Good,76.00,Moderate
India,Guwahati,147.00,Unhealthy for Sensitive Groups,2.00,Good,46.00,Good,1.00,Good,147.00,Unhealthy for Sensitive Groups
China,Haizhou,171.00,Unhealthy,4.00,Good,171.00,Unhealthy,3.00,Good,132.00,Unhealthy for Sensitive Groups
India,Hasanpur,500.00,Hazardous,1.00,Good,55.00,Moderate,1.00,Good,500.00,Hazardous
Turkey,Hayrabolu,42.00,Good,1.00,Good,42.00,Good,1.00,Good,23.00,Good
Uzbekistan,Hazorasp,147.00,Unhealthy for Sensitive Groups,1.00,Good,41.00,Good,0.00,Good,147.00,Unhealthy for Sensitive Groups
France,Hem,38.00,Good,1.00,Good,23.00,Good,3.00,Good,38.00,Good
China,Hengshui,188.00,Unhealthy,3.00,Good,188.00,Unhealthy,4.00,Good,141.00,Unhealthy for Sensitive Groups
France,Herouville Saint Clair,40.00,Good,1.00,Good,28.00,Good,3.00,Good,40.00,Good
Poland,Minsk Mazowiecki,46.00,Good,1.00,Good,33.00,Good,1.00,Good,46.00,Good
Japan,Miyako,35.00,Good,1.00,Good,35.00,Good,0.00,Good,22.00,Good
Brazil,Mocajuba,38.00,Good,1.00,Good,3.00,Good,0.00,Good,38.00,Good
Germany,Moglingen,32.00,Good,0.00,Good,32.00,Good,1.00,Good,26.00,Good
Afghanistan,Kusk,198.00,Unhealthy,1.00,Good,35.00,Good,0.00,Good,198.00,Unhealthy
Mexico,La Cruz,35.00,Good,1.00,Good,14.00,Good,1.00,Good,35.00,Good
El Salvador,La Libertad,71.00,Moderate,2.00,Good,19.00,Good,5.00,Good,71.00,Moderate
Nigeria,Ipoti,76.00,Moderate,2.00,Good,24.00,Good,1.00,Good,76.00,Moderate
Brazil,Itabaianinha,35.00,Good,1.00,Good,7.00,Good,2.00,Good,35.00,Good
Brazil,Itacarambi,21.00,Good,0.00,Good,7.00,Good,1.00,Good,21.00,Good
Brazil,Itapuranga,38.00,Good,1.00,Good,12.00,Good,2.00,Good,38.00,Good
Italy,Enna,46.00,Good,1.00,Good,43.00,Good,0.00,Good,46.00,Good
Sweden,Eskilstuna,38.00,Good,0.00,Good,38.00,Good,0.00,Good,32.00,Good
France,Faaa,29.00,Good,0.00,Good,29.00,Good,0.00,Good,15.00,Good
Sweden,Fagersta,35.00,Good,0.00,Good,35.00,Good,0.00,Good,26.00,Good
United States of America,Faribault,34.00,Good,1.00,Good,30.00,Good,5.00,Good,34.00,Good
Romania,Flamanzi,68.00,Moderate,1.00,Good,45.00,Good,0.00,Good,68.00,Moderate
France,Fontenay Aux Roses,50.00,Good,1.00,Good,20.00,Good,5.00,Good,50.00,Good
United States of America,Foothill Farms,51.00,Moderate,1.00,Good,26.00,Good,8.00,Good,51.00,Moderate
United Kingdom of Great Britain and Northern Ireland,Formby,66.00,Moderate,0.00,Good,33.00,Good,0.00,Good,66.00,Moderate
Brazil,Formosa Do Rio Preto,16.00,Good,0.00,Good,8.00,Good,0.00,Good,16.00,Good
United States of America,Fort Carson,62.00,Moderate,1.00,Good,15.00,Good,9.00,Good,62.00,Moderate
India,Machilipatnam,134.00,Unhealthy for Sensitive Groups,1.00,Good,41.00,Good,1.00,Good,134.00,Unhealthy for Sensitive Groups
France,Dreux,39.00,Good,1.00,Good,18.00,Good,3.00,Good,39.00,Good
Germany,Drolshagen,35.00,Good,1.00,Good,35.00,Good,1.00,Good,27.00,Good
Mexico,Dzitbalche,43.00,Good,1.00,Good,22.00,Good,0.00,Good,43.00,Good
Mexico,Eagle Pass,45.00,Good,1.00,Good,21.00,Good,3.00,Good,45.00,Good
United States of America,Easley,69.00,Moderate,2.00,Good,22.00,Good,10.00,Good,69.00,Moderate
United States of America,East Massapequa,81.00,Moderate,2.00,Good,41.00,Good,11.00,Good,81.00,Moderate
Nigeria,Effium,121.00,Unhealthy for Sensitive Groups,4.00,Good,26.00,Good,2.00,Good,121.00,Unhealthy for Sensitive Groups
Russian Federation,Elektrougli,43.00,Good,1.00,Good,29.00,Good,4.00,Good,43.00,Good
United States of America,Elizabeth City,59.00,Moderate,1.00,Good,43.00,Good,2.00,Good,59.00,Moderate
United States of America,Elizabeth,61.00,Moderate,1.00,Good,43.00,Good,6.00,Good,61.00,Moderate
Greece,Ellinikon,70.00,Moderate,1.00,Good,41.00,Good,4.00,Good,70.00,Moderate
United States of America,Olympia Heights,91.00,Moderate,2.00,Good,7.00,Good,16.00,Good,91.00,Moderate
Japan,Omigawa,42.00,Good,1.00,Good,42.00,Good,1.00,Good,35.00,Good
United States of America,Opelousas,49.00,Good,1.00,Good,12.00,Good,7.00,Good,49.00,Good
Turkey,Ordu,32.00,Good,1.00,Good,32.00,Good,0.00,Good,24.00,Good
Republic of North Macedonia,Oslomej,45.00,Good,1.00,Good,40.00,Good,0.00,Good,45.00,Good
Russian Federation,Ostashkov,31.00,Good,0.00,Good,31.00,Good,0.00,Good,20.00,Good
Ukraine,Ostroh,64.00,Moderate,1.00,Good,32.00,Good,0.00,Good,64.00,Moderate
Japan,Otawara,44.00,Good,1.00,Good,44.00,Good,1.00,Good,32.00,Good
Italy,Ottaviano,46.00,Good,1.00,Good,46.00,Good,2.00,Good,18.00,Good
United States of America,Ottawa,69.00,Moderate,1.00,Good,32.00,Good,5.00,Good,69.00,Moderate
United States of America,Owensboro,72.00,Moderate,2.00,Good,24.00,Good,13.00,Good,72.00,Moderate
Thailand,Pa Daet,28.00,Good,0.00,Good,26.00,Good,0.00,Good,28.00,Good
Hungary,Paks,51.00,Moderate,1.00,Good,28.00,Good,2.00,Good,51.00,Moderate
Chile,Panguipulli,14.00,Good,0.00,Good,14.00,Good,1.00,Good,14.00,Good
Thailand,Pathum Thani,63.00,Moderate,1.00,Good,26.00,Good,1.00,Good,63.00,Moderate
India,Patiala,500.00,Hazardous,1.00,Good,64.00,Moderate,1.00,Good,460.00,Hazardous
India,Pavagada,73.00,Moderate,0.00,Good,27.00,Good,0.00,Good,73.00,Moderate
India,Phalauda,500.00,Hazardous,1.00,Good,48.00,Good,1.00,Good,500.00,Hazardous
,Lipari,50.00,Good,1.00,Good,39.00,Good,1.00,Good,50.00,Good
United Republic of Tanzania,Liuli,17.00,Good,0.00,Good,17.00,Good,0.00,Good,14.00,Good
Spain,Lloret De Mar,64.00,Moderate,1.00,Good,46.00,Good,1.00,Good,64.00,Moderate
Belgium,Lochristi,39.00,Good,1.00,Good,31.00,Good,3.00,Good,39.00,Good
Germany,Lohfelden,54.00,Moderate,1.00,Good,35.00,Good,2.00,Good,54.00,Moderate
United States of America,Long Branch,76.00,Moderate,2.00,Good,32.00,Good,13.00,Good,76.00,Moderate
Brazil,Louveira,122.00,Unhealthy for Sensitive Groups,3.00,Good,5.00,Good,11.00,Good,122.00,Unhealthy for Sensitive Groups
Germany,Ludwigsfelde,51.00,Moderate,1.00,Good,34.00,Good,2.00,Good,51.00,Moderate
Philippines,Lupao,73.00,Moderate,1.00,Good,23.00,Good,2.00,Good,73.00,Moderate
United Republic of Tanzania,Mabamba,34.00,Good,2.00,Good,15.00,Good,0.00,Good,34.00,Good
Niger,Madaoua,44.00,Good,2.00,Good,26.00,Good,1.00,Good,44.00,Good
India,Maddur,43.00,Good,0.00,Good,23.00,Good,0.00,Good,43.00,Good
Germany,Mainz,62.00,Moderate,1.00,Good,42.00,Good,2.00,Good,62.00,Moderate
Nigeria,Makurdi,84.00,Moderate,3.00,Good,29.00,Good,1.00,Good,84.00,Moderate
India,Mallur,57.00,Moderate,1.00,Good,29.00,Good,1.00,Good,57.00,Moderate
India,Manali,120.00,Unhealthy for Sensitive Groups,2.00,Good,25.00,Good,3.00,Good,120.00,Unhealthy for Sensitive Groups
India,Manavalakurichi,55.00,Moderate,0.00,Good,23.00,Good,0.00,Good,55.00,Moderate
Pakistan,Mandi Bahauddin,156.00,Unhealthy,2.00,Good,117.00,Unhealthy for Sensitive Groups,0.00,Good,156.00,Unhealthy
India,Mannarakkat,66.00,Moderate,1.00,Good,22.00,Good,1.00,Good,66.00,Moderate
United States of America,Mansfield,74.00,Moderate,2.00,Good,11.00,Good,23.00,Good,74.00,Moderate
Armenia,Martuni,43.00,Good,0.00,Good,33.00,Good,0.00,Good,43.00,Good
Japan,Maruko,31.00,Good,1.00,Good,31.00,Good,1.00,Good,9.00,Good
Italy,Mascali,61.00,Moderate,1.00,Good,33.00,Good,2.00,Good,61.00,Moderate
Spain,Mataro,67.00,Moderate,1.00,Good,33.00,Good,8.00,Good,67.00,Moderate
Venezuela (Bolivarian Republic of),Maturin,56.00,Moderate,1.00,Good,15.00,Good,0.00,Good,56.00,Moderate
Senegal,Mbacke,157.00,Unhealthy,2.00,Good,12.00,Good,3.00,Good,157.00,Unhealthy
Germany,Meerane,69.00,Moderate,1.00,Good,38.00,Good,1.00,Good,69.00,Moderate
Indonesia,Mentok,50.00,Good,1.00,Good,30.00,Good,0.00,Good,50.00,Good
United States of America,Merrillville,36.00,Good,1.00,Good,36.00,Good,5.00,Good,24.00,Good
Romania,Oltenita,41.00,Good,1.00,Good,38.00,Good,1.00,Good,41.00,Good
United States of America,Oneida,41.00,Good,1.00,Good,20.00,Good,4.00,Good,41.00,Good
Ukraine,Orikhiv,42.00,Good,1.00,Good,42.00,Good,0.00,Good,40.00,Good
Turkey,Ortakoy,50.00,Good,1.00,Good,35.00,Good,0.00,Good,50.00,Good
Germany,Osterhofen,54.00,Moderate,1.00,Good,47.00,Good,2.00,Good,54.00,Moderate
United States of America,Overland,52.00,Moderate,1.00,Good,41.00,Good,4.00,Good,52.00,Moderate
Portugal,Palmela,36.00,Good,1.00,Good,36.00,Good,3.00,Good,16.00,Good
Russian Federation,Pangody,33.00,Good,1.00,Good,24.00,Good,0.00,Good,33.00,Good
Guatemala,Panzos,68.00,Moderate,2.00,Good,5.00,Good,4.00,Good,68.00,Moderate
Brazil,Paracatu,26.00,Good,1.00,Good,8.00,Good,1.00,Good,26.00,Good
Indonesia,Parakan,99.00,Moderate,2.00,Good,57.00,Moderate,1.00,Good,99.00,Moderate
Malaysia,Parit Raja,89.00,Moderate,1.00,Good,39.00,Good,0.00,Good,89.00,Moderate
Malaysia,Pasir Mas,65.00,Moderate,2.00,Good,36.00,Good,0.00,Good,65.00,Moderate
Brazil,Pedro Juan Caballero,18.00,Good,1.00,Good,12.00,Good,0.00,Good,18.00,Good
Germany,Perleberg,34.00,Good,0.00,Good,34.00,Good,1.00,Good,22.00,Good
United States of America,North Providence,67.00,Moderate,2.00,Good,20.00,Good,16.00,Good,67.00,Moderate
United Kingdom of Great Britain and Northern Ireland,Northallerton,55.00,Moderate,1.00,Good,12.00,Good,11.00,Good,55.00,Moderate
Germany,Nottuln,34.00,Good,0.00,Good,34.00,Good,1.00,Good,26.00,Good
Republic of North Macedonia,Novo Selo,64.00,Moderate,1.00,Good,38.00,Good,0.00,Good,64.00,Moderate
Guatemala,Nueva Concepcion,95.00,Moderate,3.00,Good,14.00,Good,10.00,Good,95.00,Moderate
Russian Federation,Nyazepetrovsk,30.00,Good,1.00,Good,30.00,Good,0.00,Good,26.00,Good
United States of America,Oak Harbor,33.00,Good,1.00,Good,30.00,Good,5.00,Good,33.00,Good
Namibia,Okahandja,51.00,Moderate,1.00,Good,24.00,Good,0.00,Good,51.00,Moderate
United States of America,Moorpark,59.00,Moderate,2.00,Good,27.00,Good,15.00,Good,59.00,Moderate
Portugal,Moscavide,40.00,Good,1.00,Good,40.00,Good,3.00,Good,16.00,Good
United States of America,Mountain Brook,73.00,Moderate,1.00,Good,33.00,Good,6.00,Good,73.00,Moderate
India,Muzhappilangad,73.00,Moderate,0.00,Good,23.00,Good,0.00,Good,73.00,Moderate
Hungary,Nagykanizsa,65.00,Moderate,1.00,Good,33.00,Good,2.00,Good,65.00,Moderate
India,Nalagarh,127.00,Unhealthy for Sensitive Groups,2.00,Good,127.00,Unhealthy for Sensitive Groups,1.00,Good,124.00,Unhealthy for Sensitive Groups
India,Namakkal,54.00,Moderate,1.00,Good,28.00,Good,0.00,Good,54.00,Moderate
China,Nanchong,163.00,Unhealthy,6.00,Good,47.00,Good,20.00,Good,163.00,Unhealthy
India,Nandura,150.00,Unhealthy,0.00,Good,31.00,Good,0.00,Good,150.00,Unhealthy
Germany,Morlenbach,56.00,Moderate,1.00,Good,43.00,Good,2.00,Good,56.00,Moderate
India,Narnaund,152.00,Unhealthy,2.00,Good,134.00,Unhealthy for Sensitive Groups,1.00,Good,152.00,Unhealthy
India,Nathdwara,196.00,Unhealthy,1.00,Good,33.00,Good,0.00,Good,196.00,Unhealthy
Iran (Islamic Republic of),Neka,137.00,Unhealthy for Sensitive Groups,1.00,Good,49.00,Good,1.00,Good,137.00,Unhealthy for Sensitive Groups
Germany,Neumunster,34.00,Good,0.00,Good,34.00,Good,0.00,Good,15.00,Good
United States of America,Newington,83.00,Moderate,3.00,Good,7.00,Good,31.00,Good,83.00,Moderate
Indonesia,Ngemplak,63.00,Moderate,1.00,Good,35.00,Good,0.00,Good,63.00,Moderate
Japan,Nikko,32.00,Good,1.00,Good,32.00,Good,1.00,Good,12.00,Good
Philippines,Midsayap,54.00,Moderate,1.00,Good,25.00,Good,0.00,Good,54.00,Moderate
Poland,Miedzyrzecz,72.00,Moderate,1.00,Good,36.00,Good,1.00,Good,72.00,Moderate
Japan,Mikuni,51.00,Moderate,1.00,Good,51.00,Moderate,1.00,Good,34.00,Good
United States of America,Millburn,103.00,Unhealthy for Sensitive Groups,3.00,Good,12.00,Good,27.00,Good,103.00,Unhealthy for Sensitive Groups
United States of America,Milwaukee,49.00,Good,1.00,Good,29.00,Good,9.00,Good,49.00,Good
Iran (Islamic Republic of),Minab,154.00,Unhealthy,1.00,Good,117.00,Unhealthy for Sensitive Groups,0.00,Good,154.00,Unhealthy
Russian Federation,Altayskoye,34.00,Good,1.00,Good,34.00,Good,0.00,Good,18.00,Good
Cuba,Amancio,51.00,Moderate,1.00,Good,23.00,Good,1.00,Good,51.00,Moderate
Indonesia,Ambarawa,86.00,Moderate,2.00,Good,53.00,Moderate,1.00,Good,86.00,Moderate
Portugal,Amora,31.00,Good,1.00,Good,31.00,Good,5.00,Good,28.00,Good
Brazil,Amparo,53.00,Moderate,1.00,Good,6.00,Good,4.00,Good,53.00,Moderate
Italy,Aprilia,90.00,Moderate,1.00,Good,46.00,Good,0.00,Good,90.00,Moderate
Brazil,Aracoiaba,31.00,Good,0.00,Good,11.00,Good,1.00,Good,31.00,Good
Brazil,Aracuai,32.00,Good,1.00,Good,4.00,Good,2.00,Good,32.00,Good
Italy,Aragona,66.00,Moderate,1.00,Good,46.00,Good,0.00,Good,66.00,Moderate
Armenia,Abovyan,56.00,Moderate,1.00,Good,40.00,Good,0.00,Good,56.00,Moderate
Cuba,Abreus,112.00,Unhealthy for Sensitive Groups,1.00,Good,21.00,Good,3.00,Good,112.00,Unhealthy for Sensitive Groups
Côte d'Ivoire,Affery,50.00,Good,1.00,Good,16.00,Good,0.00,Good,50.00,Good
Pakistan,Ahmadpur East,196.00,Unhealthy,2.00,Good,117.00,Unhealthy for Sensitive Groups,0.00,Good,196.00,Unhealthy
